Hysterographium baccarinii	Hysterographium baccarinii Scalia, Atti Accad. Gioenia Sci. Nat. Catania 13: 36 (1900) [MB#502638]	502638	Scalia	1900	Legitimate
Hysterographium bakeri	Hysterographium bakeri Earle, Plantae Bakerianae 2 (1): 10 (1901) [MB#157259]	157259	Earle	1901	Legitimate
Hysterographium beccarianum	Hysterographium beccarianum Pass. (?) [MB#157092]	157092	Pass.		Legitimate
Hysterographium bonariense	Hysterographium bonariense Speg., Anales Soc. Ci. Argent. 12 (5): 208 [no. 194] (1881) [MB#157232]	157232	Speg.	1881	Legitimate
Hysterographium ceanothi	Hysterium ceanothi W. Phillips & Harkn. (?) [MB#216527]	157731	(W. Phillips & Harkn.) Berl. & Voglino	1886	Legitimate
Hysterographium cinerascens	Hysterographium cinerascens Schwein.: no. 2076 (1832) [MB#581548]	581548	Schwein.	1832	Legitimate
Hysterographium cisti	Gloniopsis decipiens var. cisti Rehm, Hedwigia 25 (4): 149 (1886) [MB#139052]	157010	(Rehm) Rehm	1887	Legitimate
Hysterographium cocos	Hysterographium cocos Weedon, Mycologia 18 (5): 218 (1926) [MB#157509]	157509	Weedon	1926	Legitimate
Hysterographium conigenum	Hysterographium conigenum Moug. & Nest. ex P. Karst.: 259 (1870) [MB#569556]	569556	Moug. & Nest. ex P. Karst.	1870	Legitimate
Hysterographium conjungens	Hysterographium conjungens P. Karst., Fungi Fenniae Exsiccati Cent. 9: no. 858 (1869) [MB#171870]	171870	P. Karst.	1869	Legitimate
Hysterographium cookeianum	Hysterographium cookeianum Gerard: 77 (1878) [MB#581388]	581388	Gerard	1878	Legitimate
Hysterographium cumingii	Hysterographium cumingii Speg., Revista Fac. Agron. Univ. Nac. La Plata 6 (1): 119 (1910) [MB#171700]	171700	Speg.	1910	Legitimate
Hysterographium curvatum	Hysterobrevium smilacis (Schwein.) E.W.A. Boehm & C.L. Schoch, Stud. Mycol. 64: 63 (2009) [MB#515336]	438514	(Fr.) Rehm	1887	Legitimate
Hysterographium cuyanum	Hysterographium cuyanum Speg., Anales Mus. Nac. Hist. Nat. Buenos Aires 23: 86 (1912) [MB#171963]	171963	Speg.	1912	Legitimate
Hysterographium cylindrosporum	Hysterographium cylindrosporum Rehm, Bih. Kongl. Svenska Vetensk.-Akad. Handl. 25 (6): 11 (1899) [MB#171256]	171256	Rehm	1899	Legitimate
Hysterographium dalbergiae	Hysterographium dalbergiae S. Ahmad, Sydowia 4 (1-6): 82 (1950) [MB#298859]	298859	S. Ahmad	1950	Legitimate
Hysterographium decipiens	Gloniopsis decipiens De Not., Giorn. Bot. Ital. 2 (7-8): 12, 23 (1847) [MB#145075]	582092	(De Not.) Rehm	1887	Legitimate
Hysterographium depressum	Hysterographium hiascens var. depressum G. Winter (?) [MB#138251]	298860	(G. Winter) Hansf.	1956	Legitimate
Hysterographium didymosporum	Hysterographium didymosporum Boonmee & K.D. Hyde, Mycosphere 9 (2): 342 (2018) [MB#554386]	554386	Boonmee & K.D. Hyde	2018	Legitimate
Hysterographium djakovense	Hysterium djakovense Schulzer, Rad Jugoslavenska Akademije Znanosti i Umjetnost 64: 177 (1882) [MB#625980]	171789	(Schulzer) Saccardo	1891	Legitimate
Hysterographium elasticae	Hysterographium elasticae Koord., Verh. Kon. Ned. Akad. Wetensch., Afd. Natuurk., Sect. 2 13 (4): 163 (1907) [MB#171900]	171900	Koord.	1907	Legitimate
Hysterographium elatinum	Loxospora elatina (Ach.) A. Massal., Ricerche sull'autonomia dei licheni crostosi: 138 (1852) [MB#395075]	581411	(Ach.) Ellis & Everh.	1892	Legitimate
Hysterographium elevatum	Rhytidhysteron hysterinum (Dufour) Samuels & E. Müll., Sydowia 32 (1-6): 286 (1980) [MB#116238]	171193	Desm.	1853	Illegitimate
Hysterographium elongatum	Hysterographium elongatum (Wahlenb.) Corda, Icones fungorum hucusque cognitorum 5: 77, t. 5:61 (1842) [MB#160385]	160385	(Wahlenb.) Corda	1842	Legitimate
Hysterographium elongatum	Hysterium elongatum Duby, Mém. Soc. Phys. Hist. Nat. Genève 16 (1): 41 (1862) [MB#146292]	160737	(Duby) Mussat	1900	Invalid
Hysterographium elongatum var. aceris	Hysterographium elongatum var. aceris P. Karst. (?) [MB#160802]	160802	P. Karst.		Legitimate
Hysterographium elongatum var. elongatum	Hysterographium elongatum var. elongatum (?) [MB#422451]	422451			Legitimate
Hysterographium elongatum var. orobicum	Hysterographium elongatum var. orobicum Rota-Rossi (?) [MB#161285]	161285	Rota-Rossi		Legitimate
Hysterographium eupatorii	Glonium eupatorii (Lasch) Sacc., Syll. Fung. 11: 386 (1895) [MB#234651]	161042	Lasch	1863	Legitimate
Hysterographium fibrisedum	Hysterium fibrisedum W.R. Gerard, Bull. Torrey Bot. Club 5 (6): 26 (1874) [MB#236737]	581850	(W.R. Gerard) Ellis & Everh.	1892	Legitimate
Hysterographium flexuosum	Hysterographium flexuosum Maire, Bull. Soc. Mycol. France 46: 237 (1930) [MB#505844]	505844	Maire	1930	Illegitimate
Hysterographium flexuosum	Hysterographium flexuosum (Schwein.) Sacc., Syll. Fung. 2: 781 (1883) [MB#160667]	160667	(Schwein.) Sacc.	1883	Legitimate
Hysterographium formosum	Ostreola formosa (Cooke) M.E. Barr, Mycotaxon 29: 505 (1987) [MB#130496]	233086	(Cooke) Sacc.	1883	Legitimate
Hysterographium fraxini	Hysterographium fraxini (Pers.) De Not., Giorn. Bot. Ital. 2 (7-8): 22 (1847) [MB#232405]	232405	(Pers.) De Not.	1847	Legitimate
Hysterographium fraxini subsp. fraxini	Hysterographium fraxini subsp. fraxini (?) [MB#420905]	420905			Legitimate
Hysterographium fraxini subsp. minutulum	Hysterographium minutulum (Sacc.) Mussat, Syll. Fung. 15: 180 (1901) [MB#198152]	138724	Sacc.	1891	Legitimate
Hysterographium fraxini var. fraxini	Hysterographium fraxini var. fraxini (?) [MB#542619]	542619			Legitimate
Hysterographium fraxini var. oleastri	Hysterium oleastri Castagne, Catalogue des plantes qui croissent naturellement aux environs de Marseille: 180 (1845) [MB#514997]	514996	(Castagne) Desm.	1853	Legitimate
Hysterographium fuegianum	Hysterographium fuegianum Speg., Bol. Acad. Nac. Ci. 11 (2): 247 (1888) [MB#232815]	232815	Speg.	1888	Legitimate
Hysterographium fuegianum f. fuegianum	Hysterographium fuegianum f. fuegianum Speg.: 247 (1888) [MB#568629]	568629	Speg.	1888	Legitimate
Hysterographium fuegianum f. intermedium	Hysterographium fuegianum f. intermedium Rehm, Bih. Kongl. Svenska Vetensk.-Akad. Handl. 25 (6): 10 (1899) [MB#562699]	562699	Rehm	1899	Legitimate
Hysterographium fuegianum var. fuegianum	Hysterographium fuegianum var. fuegianum (?) [MB#420915]	420915			Legitimate
Hysterographium funereum	Hysterographium funereum (De Not.) Sacc. (?) [MB#197028]	197028	(De Not.) Sacc.		Legitimate
Hysterographium gerardi	Hysterium gerardii Cooke & Peck, Bull. Buffalo Soc. Nat. Sci. 3 (1): 33 (1875) [MB#168625]	266742	(Cooke & Peck) Sacc.	1883	Orthographic variant
Hysterographium gerardii	Hysterium gerardii Cooke & Peck, Bull. Buffalo Soc. Nat. Sci. 3 (1): 33 (1875) [MB#168625]	197184	(Cooke & Peck) Sacc.	1883	Legitimate
Hysterographium gloniopsis	Hysterobrevium smilacis (Schwein.) E.W.A. Boehm & C.L. Schoch, Stud. Mycol. 64: 63 (2009) [MB#515336]	581429	(W.R. Gerard) Ellis & Everh.	1892	Legitimate
Hysterographium graminis	Hysterographium graminis Ellis & Everh., Bull. Torrey Bot. Club 27: 53 (1900) [MB#196864]	196864	Ellis & Everh.	1900	Legitimate
Hysterographium grammodes	Hysterographium grammodes (De Not.) Sacc., Michelia 1 (4): 413 (1878) [MB#197017]	197017	(De Not.) Sacc.	1878	Legitimate
Hysterographium grammodes f. grammodes	Hysterographium grammodes f. grammodes (?) [MB#423874]	423874			Legitimate
Hysterographium grammodes f. minor	Hysterographium grammodes f. minor Sacc., Rev. Mycol. (Toulouse) 3 (9): 28 (1881) [MB#197176]	197176	Sacc.	1881	Legitimate
Hysterographium gregarium	Hysterographium gregarium Pass. (?) [MB#196912]	196912	Pass.		Legitimate
Hysterographium guaraniticum	Hysterographium guaraniticum Speg., Anales Soc. Ci. Argent. 26: 56 (1888) [MB#197071]	197071	Speg.	1888	Legitimate
Hysterographium hiascens	Hysterographium hiascens Rehm (?) [MB#225508]	225508	Rehm		Legitimate
Hysterographium hiascens var. depressum	Hysterographium hiascens var. depressum G. Winter (?) [MB#138251]	138251	G. Winter		Legitimate
Hysterographium hiascens var. hiascens	Hysterographium hiascens var. hiascens (?) [MB#420478]	420478			Legitimate
Hysterographium hiascens var. macrum	Hysterographium hiascens var. macrum Sacc. & Berl., Rev. Mycol. (Toulouse) 7: 95 (1885) [MB#138243]	138243	Sacc. & Berl.	1885	Legitimate
Hysterographium hysterioides	Pleospora hysterioides Ellis & Everh., Erythea 2: 19 (1894) [MB#159530]	343987	(Ellis & Everh.) Wehm.	1949	Legitimate
Hysterographium ilicicola	Gloniopsis ilicicola (Feltgen) Sacc. & D. Sacc. (?) [MB#244530]	225631	Feltgen	1903	Legitimate
Hysterographium incisum	Hysterographium incisum Ellis & Everh., Bull. Torrey Bot. Club 24: 462 (1897) [MB#224936]	224936	Ellis & Everh.	1897	Legitimate
Hysterographium indicum	Hysterographium indicum A. Pande, Sydowia 33: 238 (1980) [MB#115969]	115969	A. Pande	1980	Legitimate
Hysterographium insidens	Oedohysterium insidens (Schwein.) E.W.A. Boehm & C.L. Schoch, Stud. Mycol. 64: 59 (2009) [MB#515422]	225492	(Schwein.) Sacc.	1883	Legitimate
Hysterographium insigne	Gloniopsis insignis (Cooke & Harkn.) Berl. & Voglino, Sylloge fungorum. Additamenta ad Volumina I - IV: 270 (1886) [MB#244185]	225309	Cooke & Harkn.	1885	Legitimate
Hysterographium insignis	Gloniopsis insignis (Cooke & Harkn.) Berl. & Voglino, Sylloge fungorum. Additamenta ad Volumina I - IV: 270 (1886) [MB#244185]	581438	Cooke & Harkn.	1885	Orthographic variant
Hysterographium kansense	Hysterographium kansense Ellis & Everh., Erythea 2: 22 (1894) [MB#225576]	225576	Ellis & Everh.	1894	Legitimate
Hysterographium lesquereuxii	Hysterium lesquereuxii Duby, Mém. Soc. Phys. Hist. Nat. Genève 16 (1): 41 (1862) [MB#223033]	198115	(Duby) Sacc.	1883	Legitimate
Hysterographium lineare	Glonium lineare (Fr.) De Not., Giorn. Bot. Ital. 2 (7-8): 27 (1847) [MB#140107]	847532	(Fr.) Westend. & Wallays	1854	Legitimate
Hysterographium lineolatum	Hysterium lineolatum Cooke, Grevillea 11 (59): 107 (1883) [MB#143640]	581450	(Cooke) Ellis & Everh.	1892	Legitimate
Hysterographium longisporum	Hysterographium longisporum W.H. Hsieh, Chi Y. Chen & Sivan., Mycol. Res. 101 (8): 902 (1997) [MB#437715]	437715	W.H. Hsieh, Chi Y. Chen & Sivan.	1997	Legitimate
Hysterographium lonicerae	Hysterium lonicerae W. Phillips & Harkn., Grevillea 13 (65): 23 (1884) [MB#144180]	581451	(W. Phillips & Harn.) Ellis & Everh.	1892	Legitimate
Hysterographium macrum	Hysterographium macrum Sacc. & Berl. (?) [MB#198392]	198392	Sacc. & Berl.		Legitimate
Hysterographium magellanicum	Hysterographium magellanicum Speg., Bol. Acad. Nac. Ci. 11 (2): 248 (1888) [MB#198273]	198273	Speg.	1888	Legitimate
Hysterographium megalographa	Hysterium megalographa Anzi (?) [MB#234482]	198429	(Anzi) Sacc.		Legitimate
Hysterographium mhaismalensis	Hysterographium acaciae R. Rao, Sydowia 25 (1-6): 56 (1972) [MB#537484]	538058	A. Pande	2008	Invalid
Hysterographium minus	Purpurepithecium minus (N. Amano) Jayasiri & K.D. Hyde, Mycosphere 9 (4): 810 (2018) [MB#554452]	106904	N. Amano	1983	Legitimate
Hysterographium minutulum	Hysterographium minutulum (Sacc.) Mussat, Syll. Fung. 15: 180 (1901) [MB#198152]	198152	(Sacc.) Mussat	1901	Legitimate
Hysterographium minutum	Hysterographium minutum M.L. Lohman, Pap. Michigan Acad. Sci. 17: 267 (1933) [MB#271348]	271348	M.L. Lohman	1933	Legitimate
Hysterographium mori	Hysterobrevium mori (Schwein.) E.W.A. Boehm & C.L. Schoch, Stud. Mycol. 64: 62 (2009) [MB#515335]	198313	(Schwein.) Rehm	1876	Legitimate
Hysterographium multiseptatum	Hysterographium multiseptatum Panwar & S.J. Kaur, Kavaka 5: 47 (1978) [MB#119289]	119289	Panwar & S.J. Kaur	1978	Legitimate
Hysterographium multiseptum	Hysterographium multiseptum Panwar & S.J. Kaur, Kavaka 5: 47 (1978) [MB#315781]	315781	Panwar & S.J. Kaur	1978	Legitimate
Hysterographium naviculare	Hysterographium naviculare P. Karst., Meddeland. Soc. Fauna Fl. Fenn. 5: 51 (1879) [MB#198232]	198232	P. Karst.	1879	Legitimate
Hysterographium nova-caesariense	Ostreichnion novae-caesariense (Ellis) M.E. Barr, Mycotaxon 3 (1): 84 (1975) [MB#319046]	581004	(Ellis) Roum.		Orthographic variant
Hysterographium nova-caesariensis	Ostreichnion novae-caesariense (Ellis) M.E. Barr, Mycotaxon 3 (1): 84 (1975) [MB#319046]	266746	(Ellis) Roum.	1889	Orthographic variant
Hysterographium novae-caesariensis	Ostreichnion novae-caesariense (Ellis) M.E. Barr, Mycotaxon 3 (1): 84 (1975) [MB#319046]	122956	(Ellis) Roum.	1889	Legitimate
Hysterographium nucicola	Hysterium nucicolum Schwein. (1832) [MB#536356]	198469	(Schwein.) Ellis & Everh.		Legitimate
Hysterographium oleae	Hysterographium oleae O. Schwarz, Phytopath. Z.: 103 (1933) [MB#272798]	272798	O. Schwarz	1933	Legitimate
Hysterographium oligomerum	Hysterographium oligomerum Penz. & Sacc., Malpighia 11: 528 (1898) [MB#198128]	198128	Penz. & Sacc.	1898	Legitimate
Hysterographium opuntiae	Rhytidhysteron opuntiae (J.G. Br.) M.E. Barr, Mem. New York Bot. Gard. 62: 72 (1990) [MB#128100]	298861	J.G. Br.	1953	Legitimate
Hysterographium pachyascum	Hysterographium pachyascum Berl., Fungi moricolae, Iconografia e descrizione dei funghi parassiti del gelso 2: no. 7, tab. 47, fig. 1-7 (1885) [MB#198370]	198370	Berl.	1885	Legitimate
Hysterographium palamalaiense	Hysterographium palamalaiense Logesh, Kalais. & Upreti, Mycosphere 4 (1): 152 (2013) [MB#803099]	803099	Logesh, Kalais. & Upreti	2013	Legitimate
Hysterographium pithecellobii	Hysterographium pithecolobii Seaver (1925) [MB#266747]	227588	Seaver	1925	Legitimate
Hysterographium pithecolobii	Hysterographium pithecolobii Seaver (1925) [MB#266747]	266747	Seaver	1925	Orthographic variant
Hysterographium pleosporoides	Hysterographium pleosporoides Wehm. & S. Ahmad (1964) [MB#332490]	332490	Wehm. & S. Ahmad	1964	Legitimate
Hysterographium polymorphum	Hysterographium polymorphum P. Karst., Hedwigia 28 (3): 192 (1889) [MB#228182]	228182	P. Karst.	1889	Legitimate
Hysterographium portenum	Hysterographium portenum Speg., Anales Soc. Ci. Argent. 9 (4): 185 (1880) [MB#227440]	227440	Speg.	1880	Legitimate
Hysterographium praeandinum	Hysterographium praeandinum Speg., Anales Mus. Nac. Hist. Nat. Buenos Aires 23: 87 (1912) [MB#227902]	227902	Speg.	1912	Legitimate
Hysterographium praelongum	Gloniopsis praelonga (Schwein.) Underw. & Earle, Bull. Alab. Agric. Exp. Sta. 80: 196 (1897) [MB#102067]	227728	(Schwein.) Sacc.	1883	Legitimate
Hysterographium prominens	Hysterographium prominens (W. Phillips & Harkn.) Berl. & Voglino, Sylloge fungorum. Additamenta ad Volumina I - IV: 270 (1886) [MB#228036]	228036	(W. Phillips & Harkn.) Berl. & Voglino	1886	Legitimate
Hysterographium pulchrum	Oedohysterium pulchrum (Checa, Shoemaker & Umaña) E.W.A. Boehm & C.L. Schoch, Stud. Mycol. 64: 59 (2009) [MB#515424]	505725	Checa, Shoemaker & Umaña	2007	Legitimate
Hysterographium pulicare	Hysterium pulicare Pers., Neues Mag. Bot. 1: 85 (1794) [MB#162287]	227561	(Pers.) Corda	1842	Legitimate
Hysterographium pumilionis	Hysterographium pumilionis Rehm, Rabenhorst's Kryptogamen-Flora, Pilze - Ascomyceten 1(3): 21 (1887) [MB#227876]	227876	Rehm	1887	Legitimate
Hysterographium punctiforme	Hysterographium punctiforme Pat. & Gaillard, Bull. Soc. Mycol. France 4 (3): 120 (1889) [MB#227667]	227667	Pat. & Gaillard	1889	Legitimate
Hysterographium putaminum	Hysterographium putaminum (Cooke) Sacc. (?) [MB#228132]	228132	(Cooke) Sacc.		Legitimate
Hysterographium quercinum	Hysterographium quercinum Sibilia, Annali Bot.: 268 (1929) [MB#194277]	194277	Sibilia	1929	Legitimate
Hysterographium rehmianum	Hysterographium rehmianum Berl. & Voglino, Sylloge fungorum. Additamenta ad Volumina I - IV: 432 (1886) [MB#194303]	194303	Berl. & Voglino	1886	Legitimate
Hysterographium rehmianum	Hysterographium vulvatum subsp. rehmianum Sacc., Syll. Fung. 2: 781 (1883) [MB#517725]	194420	(Sacc.) Mussat	1900	Invalid
Hysterographium rehmianum f. pyri	Hysterographium rehmianum f. pyri Rehm, Hedwigia 23 (5): 69 (1884) [MB#562614]	562614	Rehm	1884	Legitimate
Hysterographium rehmianum f. rehmianum	Hysterographium rehmianum f. rehmianum Sacc.: 781 (1883) [MB#568630]	568630	Sacc.	1883	Legitimate
Hysterographium rousselii	Hysterium rousselii De Not., Piren. Ister.: 19 (1847) [MB#196871]	194586	(De Not.) Sacc.	1883	Legitimate
Hysterographium rousselii f. piri	Hysterographium rousselii f. piri Feltgen (?) [MB#194180]	194180	Feltgen		Legitimate
Hysterographium rousselii f. rousselii	Hysterographium rousselii f. rousselii (?) [MB#423714]	423714			Legitimate
Hysterographium ruborum	Hysterographium ruborum Cooke (?) [MB#194491]	194491	Cooke		Legitimate
Hysterographium ruborum f. ruborum	Hysterographium ruborum f. ruborum (?) [MB#423724]	423724			Legitimate
Hysterographium ruborum f. vitis	Hysterographium ruborum f. vitis Rehm, Hedwigia 27: 169 (1888) [MB#194346]	194346	Rehm	1888	Legitimate
Hysterographium simillimum	Hysterographium simillimum Starbäck, Bih. Kongl. Svenska Vetensk.-Akad. Handl. 21 (5): 15 (1895) [MB#194507]	194507	Starbäck	1895	Legitimate
Hysterographium smilacis	Hysterobrevium smilacis (Schwein.) E.W.A. Boehm & C.L. Schoch, Stud. Mycol. 64: 63 (2009) [MB#515336]	581498	(Schwein.) Ellis & Everh.	1892	Legitimate
Hysterographium sphaerioides	Hysterographium sphaerioides Nyl. ex P. Karst., Not. Sällsk. Fauna Fl. Fenn. Förh. 11: 258 (1870) [MB#569553]	569553	Nyl. ex P. Karst.	1870	Legitimate
Hysterographium spinicola	Hysterographium spinicolum Doidge (1924) [MB#266749]	278608	Doidge	1924	Legitimate
Hysterographium spinicolum	Hysterographium spinicolum Doidge (1924) [MB#266749]	266749	Doidge	1924	Orthographic variant
Hysterographium stygium	Hysterium stygium Cooke, Grevillea 11 (59): 107 (1883) [MB#221092]	194239	(Cooke) Sacc.		Legitimate
Hysterographium subrugosum	Gloniopsis subrugosa (Cooke & Ellis) E.W.A. Boehm & C.L. Schoch, Stud. Mycol. 64: 65 (2009) [MB#515338]	194397	(Cooke & Ellis) Sacc.	1883	Legitimate
Hysterographium syringae	Hysterium syringae Schwein., Trans. Amer. Philos. Soc. n.s. 4 (2): 244 (1832) [MB#227526]	202196	(Schwein.) Sacc.	1883	Legitimate
Hysterographium vanderystii	Hysterographium vanderystii Bres., Bull. Jard. Bot. État Bruxelles 4 (1): 9 (1914) [MB#202340]	202340	Bres.	1914	Legitimate
Hysterographium variabile	Hysterium variabile Cooke & Peck, Bull. Buffalo Soc. Nat. Sci. 3 (1): 33 (1875) [MB#217717]	202087	(Cooke & Peck) Sacc.	1883	Legitimate
Hysterographium varians	Hysterographium varians Vouaux, Bull. Soc. Mycol. France: 157 (1910) [MB#202238]	202238	Vouaux	1910	Legitimate
Hysterographium viticola	Hysterium viticola Cooke & Peck, Bull. Buffalo Soc. Nat. Sci. 3 (1): 33 (1875) [MB#249695]	202123	(Cooke & Peck) Rehm	1876	Legitimate
Hysterographium viticola var. ruborum	Hysterographium viticola var. ruborum Cooke (?) [MB#202407]	202407	Cooke		Legitimate
Hysterographium viticola var. viticola	Hysterographium viticola var. viticola (?) [MB#424101]	424101			Legitimate
Hysterographium vulvatum	Hysterographium vulvatum (Schwein.) Rehm, Hedwigia 21 (5): 72 (1882) [MB#202273]	202273	(Schwein.) Rehm	1882	Legitimate
Hysterographium vulvatum subsp. rehmianum	Hysterographium vulvatum subsp. rehmianum Sacc., Syll. Fung. 2: 781 (1883) [MB#517725]	517725	Sacc.	1883	Legitimate
Hysterographium vulvatum subsp. vulvatum	Hysterographium vulvatum (Schwein.) Rehm, Hedwigia 21 (5): 72 (1882) [MB#202273]	568311	(Schwein.) Rehm	1882	Legitimate
Hysterographium vulvatum var. rhemianum	Hysterographium vulvatum var. rhemianum Sacc. (?) [MB#202175]	202175	Sacc.		Legitimate
Hysterographium vulvatum var. vulvatum	Hysterographium vulvatum var. vulvatum (?) [MB#424090]	424090			Legitimate
Hysterographium ziziphi	Hysterographium ziziphi Pat., Catalogue Raisonné des Plantes Cellulaires de la Tunisie (7): 112 (1897) [MB#308370]	308370	Pat.	1897	Legitimate
Hysterographium zizyphi	Hysterographium ziziphi Pat., Catalogue Raisonné des Plantes Cellulaires de la Tunisie (7): 112 (1897) [MB#308370]	202322	Pat.	1897	Orthographic variant
Leptographium	Leptographium Lagerb. & Melin, Svenska Skogsvårdsforen. Tidskr. 25 (2-4): 257 (1927) [MB#8749]	8749	Lagerb. & Melin	1927	Legitimate
Leptographium abieticolens	Grosmannia abieticolens (K. Jacobs & M.J. Wingf.) M. Procter & Z.W. de Beer, Stud. Mycol. 101: 91 (2022) [MB#840331]	466545	K. Jacobs & M.J. Wingf.	2000	Legitimate
Leptographium abietinum	Grosmannia abietina (Peck) M.L. Yin, Z.W. de Beer & M.J. Wingf., Fungal Biol. 124 (2): 113 (2019) [MB#832289]	105446	(Peck) M.J. Wingf.	1985	Legitimate
Leptographium absconditum	Leptographium absconditum P. Romón, Z.W. De Beer & M.J. Wingf., Antonie van Leeuwenhoek (2014) [MB#807055]	807055	P. Romón, Z.W. De Beer & M.J. Wingf.	2014	Legitimate
Leptographium aenigmaticum	Leptographium aenigmaticum K. Jacobs, M.J. Wingf. & Yamaoka, Mycol. Res. 102 (3): 291 (1998) [MB#443772]	443772	K. Jacobs, M.J. Wingf. & Yamaoka	1998	Legitimate
Leptographium alacre	Ophiostoma serpens (Goid.) Arx, Antonie van Leeuwenhoek 18: 211 (1952) [MB#302089]	104450	(M.J. Wingf. & Marasas) M. Morelet	1985	Legitimate
Leptographium alacris	Ophiostoma serpens (Goid.) Arx, Antonie van Leeuwenhoek 18: 211 (1952) [MB#302089]	268552	(M.J. Wingf. & Marasas) M. Morelet	1985	Orthographic variant
Leptographium albopini	Leptographium albopini M.J. Wingf., T.C. Harr. & Crous, Canad. J. Bot. 72 (2): 234 (1994) [MB#362155]	362155	M.J. Wingf., T.C. Harr. & Crous	1994	Legitimate
Leptographium alethinum	Leptographium alethinum K. Jacobs, M.J. Wingf. & Uzunovic, Mycol. Res. 105 (4): 493 (2001) [MB#467759]	467759	K. Jacobs, M.J. Wingf. & Uzunovic	2001	Legitimate
Leptographium alneum	Leptographium alni B. Strzałka, Jankow. & P. Bilański, MycoKeys 68: 39 (2020) [MB#835949]	835146	B. Strzałka, Jankow. & P. Bilański	2020	Orthographic variant
Leptographium alni	Leptographium alni B. Strzałka, Jankow. & P. Bilański, MycoKeys 68: 39 (2020) [MB#835949]	835949	B. Strzałka, Jankow. & P. Bilański	2020	Legitimate
Leptographium altius	Grosmannia altior (Paciura, Z.W de Beer & M.J. Wingf.) M. Procter & Z.W. de Beer, Stud. Mycol. 101: 91 (2022) [MB#840369]	516740	Paciura, Z.W. de Beer & M.J. Wingf.	2010	Legitimate
Leptographium americanum	Leptographium americanum K. Jacobs & M.J. Wingf., Canad. J. Bot. 75 (8): 1318 (1997) [MB#437736]	437736	K. Jacobs & M.J. Wingf.	1997	Legitimate
Leptographium antibioticum	Leptographium antibioticum (W.B. Kendr.) M.J. Wingf., Trans. Brit. Mycol. Soc. 85 (1): 92 (1985) [MB#105447]	105447	(W.B. Kendr.) M.J. Wingf.	1985	Legitimate
Leptographium aureum	Leptographium aureum (Rob.-Jeffr. & R.W. Davidson) M.J. Wingf., Trans. Brit. Mycol. Soc. 85 (1): 92 (1985) [MB#105448]	105448	(Rob.-Jeffr. & R.W. Davidson) M.J. Wingf.	1985	Legitimate
Leptographium betulae	Grosmannia betulae (Jankow., B. Strzałka & Linnak.) M. Procter & Z.W. de Beer, Stud. Mycol. 101: 91 (2022) [MB#840370]	821670	Jankow., Strzałka & Linnak.	2017	Legitimate
Leptographium bhutanense	Leptographium bhutanense X.D. Zhou, K. Jacobs & M.J. Wingf., Persoonia 21: 6 (2008) [MB#511811]	511811	X.D. Zhou, K. Jacobs & M.J. Wingf.	2008	Legitimate
Leptographium bistatum	Grosmannia bistata (J.J. Kim & G.H. Kim) M.L. Yin, Z.W. de Beer & M.J. Wingf., Fungal Biol. 124 (2): 114 (2019) [MB#832291]	488608	J.J. Kim & G.H. Kim	2004	Legitimate
Leptographium brachiatum	Leptographium brachiatum (W.B. Kendr.) M.J. Wingf., Trans. Brit. Mycol. Soc. 85 (1): 92 (1985) [MB#105449]	105449	(W.B. Kendr.) M.J. Wingf.	1985	Legitimate
Leptographium brevicolle	Leptographium brevicolle K. Jacobs & M.J. Wingf., Leptographium species: 72 (2001) [MB#375127]	375127	K. Jacobs & M.J. Wingf.	2001	Legitimate
Leptographium breviuscapum	Leptographium breviuscapum M.L. Yin, Z.W. de Beer & M.J. Wingf., MycoKeys 60: 101 (2019) [MB#823576]	823576	M.L. Yin, Z.W. de Beer & M.J. Wingf.	2019	Legitimate
Leptographium cainii	Leptographium cainii (Olchow. & J. Reid) M. Procter & Z.W. de Beer, Stud. Mycol. 101: 101 (2022) [MB#840389]	840389	(Olchow. & J. Reid) M. Procter & Z.W. de Beer	2022	Legitimate
Leptographium calophylli	Leptographium calophylli (Wiehe) J.F. Webber, K. Jacobs & M.J. Wingf., Mycol. Res. 103 (12): 1589 (1999) [MB#460868]	460868	(Wiehe) J.F. Webber, K. Jacobs & M.J. Wingf.	1999	Legitimate
Leptographium castellanum	Leptographium castellanum T.A. Duong, Z.W. de Beer & M.J. Wingf., Mycologia 104 (3): 726 (2012) [MB#561918]	561918	T.A. Duong, Z.W. de Beer & M.J. Wingf.	2012	Legitimate
Leptographium celere	Leptographium celere Paciura, Z.W. de Beer & M.J. Wingf., Persoonia 25: 100 (2010) [MB#516734]	516734	Paciura, Z.W. de Beer & M.J. Wingf.	2010	Legitimate
Leptographium changduense	Leptographium changduense Zheng Wang & Q. Lu, Fungal Diversity 129: 333 (2024) [MB#853396]	853396	Zheng Wang & Q. Lu	2024	Legitimate
Leptographium chlamydatum	Grosmannia chlamydata (K. Jacobs, M.J. Wingf. & H. Solheim) M.L. Yin, Z.W. de Beer & M.J. Wingf., Fungal Biol. 124 (2): 117 (2019) [MB#832292]	515125	K. Jacobs, M.J. Wingf. & H. Solheim	2010	Legitimate
Leptographium chlamydatum	Leptographium chlamydatum K. Jacobs, M.J. Wingf. & H. Solheim: 73 (2010) [MB#501170]	501170	K. Jacobs, M.J. Wingf. & H. Solheim	2010	Legitimate
