Graphium penicillioides var. penicillioides	Graphium penicillioides var. penicillioides (?) [MB#419839]	419839			Legitimate
Graphium penicillioides var. ungeri	Graphium penicillioides var. ungeri Sacc., Syll. Fung. 4: 610 (1886) [MB#137384]	137384	Sacc.	1886	Legitimate
Graphium perpusillum	Cephalotrichum purpureofuscum (Schwein.) S. Hughes, Canad. J. Bot. 36 (6): 744 (1958) [MB#294131]	212498	Sacc. & Traverso	1910	Illegitimate
Graphium phycomyces	Scopularia phycomyces (Auersw.) Goid., Boll. Staz. Patol. veg. Roma: 1 (1936) [MB#253955]	208653	(Auersw.) Sacc.	1886	Legitimate
Graphium phyllogenum	Graphiothecium phyllogenum (Desm.) Sacc., Michelia 2 (8): 644 (1882) [MB#207279]	208562	Desm.	1851	Legitimate
Graphium piliforme	Stilbum piliforme Pers., Ann. Bot. (Usteri) 11: 31 (1794) [MB#228770]	208473	(Pers.) Sacc.	1886	Legitimate
Graphium pirinum	Pesotum piceae J.L. Crane & Schokn., Amer. J. Bot. 60: 348 (1973) [MB#319410]	491591	Goid.	1935	Orthographic variant
Graphium pistillare	Stilbum pistillare Lév., Ann. Sci. Nat., Bot. 3: 68 (1845) [MB#228451]	208806	(Lév.) Sacc.	1886	Legitimate
Graphium pistillarioides	Cephalotrichum microsporum (Sacc.) P.M. Kirk, Kew Bull. 38 (4): 578 (1984) [MB#106662]	213784	Speg.	1896	Legitimate
Graphium polonicum	Graphium polonicum Jankow. & Gumulak, Mycologia 115 (3): 367 (2023) [MB#844905]	844905	Jankow. & Gumulak	2023	Legitimate
Graphium pruinosipes	Stilbella flavipes (Peck) Seifert, Stud. Mycol. 27: 68 (1985) [MB#104799]	213428	(Peck) Sacc.	1886	Legitimate
Graphium pseudormiticum	Graphium pseudormiticum M. Mouton & M.J. Wingf., Mycol. Res. 98 (11): 1273 (1994) [MB#362602]	362602	M. Mouton & M.J. Wingf.	1994	Legitimate
Graphium pubescens	Phaeoisariopsis pubescens (Cooke & Ellis) M.B. Ellis, More dematiaceous Hyphomycetes: 234 (1976) [MB#319602]	204979	Cooke & Ellis	1877	Legitimate
Graphium pusillum	Cephalotrichum purpureofuscum (Schwein.) S. Hughes, Canad. J. Bot. 36 (6): 744 (1958) [MB#294131]	204805	Sacc.	1908	Legitimate
Graphium putredinis	Parascedosporium putredinis (Corda) Lackner & de Hoog, IMA Fungus 2 (1): 44 (2011) [MB#519652]	297967	(Corda) S. Hughes	1958	Legitimate
Graphium pycnocephalum	Graphium pycnocephalum Grosmann: 94 (1930) [MB#567634]	567634	Grosmann	1930	Legitimate
Graphium pyrinum	Pesotum piceae J.L. Crane & Schokn., Amer. J. Bot. 60: 348 (1973) [MB#319410]	274592	Goid.	1935	Legitimate
Graphium radicatum	Graphium radicatum Jankow. & Gumulak, Mycologia 115 (3): 366 (2023) [MB#844904]	844904	Jankow. & Gumulak	2023	Legitimate
Graphium ramosum	Graphium ramosum Preuss, Klotzschii herbarium vivum mycologicum sistens fungorum per totam Germaniam crescentium collectionem perfectam. Editio prima. Centuria XIII: no. 1263 (1849) [MB#209892]	209892	Preuss	1849	Legitimate
Graphium rhizomorpharum	Pseudographiella rhizomorpharum (Ces.) Illman, Rogerson & G.P. White, Mycologia 77: 665 (1985) [MB#105728]	206407	(Ces.) Mont.	1856	Legitimate
Graphium rhizophilum	Graphium rhizophilum Pat. & Gaillard, Bull. Soc. Mycol. France 4 (3): 126 (1889) [MB#215153]	215153	Pat. & Gaillard	1889	Legitimate
Graphium rhodophaeum	Gracilistilbella clavulata (Mont.) Seifert, Stud. Mycol. 45: 18 (2000) [MB#464784]	215036	Sacc. & Trotter	1899	Legitimate
Graphium rhodophaeum var. elatius	Gracilistilbella clavulata (Mont.) Seifert, Stud. Mycol. 45: 18 (2000) [MB#464784]	137570	Sacc.	1911	Legitimate
Graphium rhodophaeum var. rhodophaeum	Graphium rhodophaeum var. rhodophaeum (?) [MB#420154]	420154			Legitimate
Graphium rigidum	Graphium rigidum (Pers.) Sacc., Syll. Fung. 4: 610 (1886) [MB#189596]	189596	(Pers.) Sacc.	1886	Legitimate
Graphium rivulorum	Cladographium rivulorum Peyronel, Nuovo Giorn. Bot. Ital. 25: 439 (1918) [MB#176845]	186884	(Peyronel) Goid.	1935	Legitimate
Graphium roboris	Graphium roboris Georgescu, Teodoru & Badea, Anal. Inst. Cerc. Exp. for.: 213 (1948) [MB#297968]	297968	Georgescu, Teodoru & Badea	1948	Legitimate
Graphium rubrum	Graphium rubrum Rumbold, Phytopathology 24 (3): 300 (1934) [MB#277004]	277004	Rumbold	1934	Legitimate
Graphium saccardoi	Nematographium saccardoi (Peyronel) Goid., Ann. Bot. (Rome) 21 (1): 46 (1935) [MB#217227]	186693	Peyronel	1913	Legitimate
Graphium sacchari	Graphium sacchari Speg., Revista Fac. Agron. Univ. Nac. La Plata 2 (19): 253 (1896) [MB#186837]	186837	Speg.	1896	Legitimate
Graphium samogiticum	Graphium samogiticum Motiejunaité & Alstrup, Nova Hedwigia 83 (1-2): 250 (2006) [MB#522371]	522371	Motiejunaité & Alstrup	2006	Legitimate
Graphium scolytodesis	Graphium scolytodesis M. Kolarik et J. Hulcr, Czech Mycol. 67: 32 (2015) [MB#811227]	811227	M. Kolarik et J. Hulcr	2015	Orthographic variant
Graphium scolytodis	Graphium scolytodis M. Kolarik et J. Hulcr, Czech Mycol. 67: 32 (2015) [MB#816004]	816004	M. Kolarik et J. Hulcr	2015	Legitimate
Graphium sect. Coelographium	Coelographium (Sacc.) Gäum., Bulletin du Jardin Botanique de Buitenzorg, 3 Série: 13 (1920) [MB#7723]	700206	Sacc.	1886	Legitimate
Graphium sect. Graphium	Graphium sect. Graphium Corda: 18 (1837) [MB#548913]	548913	Corda	1837	Legitimate
Graphium sessile	Phacellium sessile U. Braun, Nova Hedwigia 58 (1-2): 206 (1994) [MB#362432]	286745	Dearn. & House	1940	Invalid
Graphium silanum	Graphium silanum Goid., Boll. Staz. Patol. Veg. Roma 16 (4): 246 (1936) [MB#278125]	278125	Goid.	1936	Legitimate
Graphium simplex	Graphium simplex K. Jacobs & M.J. Wingf., Mycologia 89: 333 (1997) [MB#437127]	437127	K. Jacobs & M.J. Wingf.	1997	Legitimate
Graphium smaragdinum	Dendrostilbella smaragdina (Alb. & Schwein.) Seifert, Stud. Mycol. 45: 185 (2000) [MB#464795]	186263	(Alb. & Schwein.) Sacc.	1886	Legitimate
Graphium socium	Graphium socium Penz. & Sacc., Malpighia 11: 497 (1898) [MB#181262]	181262	Penz. & Sacc.	1898	Illegitimate
Graphium socium	Graphium socium Sacc., Syll. Fung. 4: 613 (1886) [MB#192357]	192357	Sacc.	1886	Legitimate
Graphium sorbi	Graphium sorbi House, Bull. New York State Mus. 219-220: 63 (1920) [MB#487050]	487050	House	1920	Illegitimate
Graphium sorbi	Phacellium sorbi (Peck) Spooner, Field Mycol. 9 (4): 122 (2008) [MB#657865]	181279	Peck	1887	Legitimate
Graphium sordidiceps	Graphium sordidiceps Fairm., Proc. Rochester Acad. Sci. 6: 124 (1922) [MB#278443]	278443	Fairm.	1922	Legitimate
Graphium squarrosum	Graphium squarrosum Ellis & Langl., J. Mycol. 6: 36 (1890) [MB#188811]	188811	Ellis & Langl.	1890	Legitimate
Graphium stercorarium	Graphium stercorarium Marchal, Bull. Soc. Roy. Bot. Belgique 34: 143 (1895) [MB#188730]	188730	Marchal	1895	Legitimate
Graphium stevensonii	Stilbum stevensonii Berk. & Broome, Ann. Mag. Nat. Hist. 1: 27 (1878) [MB#232130]	183094	(Berk. & Broome) Sacc.	1886	Legitimate
Graphium stilboideum	Nematographium stilboideum (Corda) Goid., Ann. Bot. (Rome) 21 (1): 46 (1935) [MB#217337]	183190	Corda	1838	Legitimate
Graphium strictum	Nematographium strictum (Preuss) Goid., Ann. Bot. (Rome) 21 (1): 46 (1935) [MB#217285]	183069	Preuss	1851	Legitimate
Graphium subinconspicuum	Graphium subinconspicuum Corda, Icones fungorum hucusque cognitorum 2: 16, t. 11:70 (1838) [MB#214597]	214597	Corda	1838	Legitimate
Graphium subtile	Graphium subtile Berl., Bull. Soc. Mycol. France 8: 112 (1892) [MB#214680]	214680	Berl.	1892	Legitimate
Graphium subtile var. fructicola	Graphium subtile var. fructicola Ferraris (?) [MB#136882]	136882	Ferraris		Legitimate
Graphium subtile var. subtile	Graphium subtile var. subtile (?) [MB#419439]	419439			Legitimate
Graphium subulatum	Cephalotrichum stemonitis (Pers.) Nees, Mag. Neuesten Entdeck. Gesammten Naturk. Ges. Naturf. Freunde Berlin 3 (1): 20 (1809) [MB#223989]	212445	(Nees & T. Nees) Sacc.	1886	Illegitimate
Graphium subulatum	Graphium subulatum Pass. & Beltrani, Atti della Reale Accademia dei Lincei. Transunti Ser. 3, 7 (1): 39 (1882) [MB#212335]	212335	Pass. & Beltrani	1882	Legitimate
Graphium tectonae	Parascedosporium putredinis (Corda) Lackner & de Hoog, IMA Fungus 2 (1): 44 (2011) [MB#519652]	331515	C. Booth	1964	Legitimate
Graphium tenuissimum	Haplographium tenuissimum (Corda) Grove (1885) [MB#221637]	207500	Corda	1837	Legitimate
Graphium terricola	Graphium terricola Manohar., P.Rag. Rao, Rehana & P.Rama Rao, Nova Hedwigia 26 (2-3): 474 (1975) [MB#314731]	314731	Manohar., P.Rag. Rao, Rehana & P.Rama Rao	1975	Legitimate
Graphium tjibodense	Graphium socium Penz. & Sacc., Malpighia 11: 497 (1898) [MB#181262]	207182	Sacc. & P. Syd.	1899	Legitimate
Graphium trifolii	Phacellium trifolii (Jaap) U. Braun, Nova Hedwigia 56 (3-4): 439 (1993) [MB#360623]	207405	Jaap	1911	Legitimate
Graphium trypophloei	Graphium trypophloei Jankow. & Gumulak, Mycologia 115 (3): 369 (2023) [MB#844908]	844908	Jankow. & Gumulak	2023	Legitimate
Graphium typhinum	Cephalotrichum stemonitis (Pers.) Nees, Mag. Neuesten Entdeck. Gesammten Naturk. Ges. Naturf. Freunde Berlin 3 (1): 20 (1809) [MB#223989]	213589	(Wallr.) Sacc.	1886	Legitimate
Graphium ulmi	Ophiostoma ulmi (Buisman) Nannf., Svenska Skogsvårdsforen. Tidskr. 32: 408 (1934) [MB#280983]	280982	M.B. Schwarz	1922	Legitimate
Graphium umbellatarum	Pyrenopeziza umbellatorum (Ces.) Rehm (1912) [MB#433658]	203888	Ces.	1853	Invalid
Graphium ungeri	Graphium ungeri Sacc. (?) [MB#203632]	203632	Sacc.		Legitimate
Graphium variabile	Graphium variabile J.J. Xu & T.Y. Zhang, Mycotaxon 129 (2): 398 (2015) [MB#807387]	807387	J.J. Xu & T.Y. Zhang	2015	Legitimate
Graphium verticillatum	Graphium verticillatum Speg., Anales Soc. Ci. Argent. 13 (1): 31 (1882) [MB#209931]	209931	Speg.	1882	Legitimate
Graphium verticillioides	Graphium verticillioides Speg., Anales Soc. Ci. Argent. 22 (4): 218 (1886) [MB#209686]	209686	Speg.	1886	Legitimate
Graphium volkartianum	Graphium volkartianum Magnus, Hedwigia 44: 375 (1905) [MB#208820]	208820	Magnus	1905	Legitimate
Graphium wuweiense	Graphium wuweiense J.H. Kong & T.Y. Zhang, Mycotaxon 129 (2): 399 (2015) [MB#807385]	807385	J.H. Kong & T.Y. Zhang	2015	Legitimate
Graphium xanthocephalum	Graphium xanthocephalum (Ditmar) Sacc., Syll. Fung. 4: 617 (1886) [MB#215167]	215167	(Ditmar) Sacc.	1886	Legitimate
Haplographium	Dematioscypha Svrček, Česká Mykol. 31 (4): 193 (1977) [MB#1449]	8437	Berk. & Broome	1859	Legitimate
Haplographium apiculatum	Gonatobotryum apiculatum (Peck) S. Hughes, Canad. J. Bot. 31 (5): 594 (1953) [MB#297939]	235256	Peck	1876	Legitimate
Haplographium atrobrunneum	Penicillium atrobrunneum Cooke, Grevillea 6 (40): 139 (1878) [MB#237748]	122011	(Cooke) Sacc.	1886	Legitimate
Haplographium atrofuscum	Schizocephalum atrofuscum Preuss, Linnaea 25: 77 (1852) [MB#213593]	218174	(Preuss) Sacc.	1886	Legitimate
Haplographium atrum	Haplographium atrum Beeli, Bull. Soc. Roy. Bot. Belgique 56: 68 (1924) [MB#217927]	217927	Beeli	1924	Legitimate
Haplographium bicolor	Lauriomyces catenatus (Preuss) R.F. Castañeda & W.B. Kendr., Univ. Waterloo, Biol. Ser. 32: 26 (1990) [MB#127692]	220498	Grove	1885	Legitimate
Haplographium caespitosum	Haplographium caespitosum Demelius, Verh. Zool.-Bot. Ges. Wien 72: 99 (1923) [MB#259303]	259303	Demelius	1923	Legitimate
Haplographium calophylli	Leptographium calophylli (Wiehe) J.F. Webber, K. Jacobs & M.J. Wingf., Mycol. Res. 103 (12): 1589 (1999) [MB#460868]	286845	Wiehe	1949	Legitimate
Haplographium capitulatum	Periconia capitulata Riess, Bot. Zeitung: 139 (1853) [MB#247261]	226690	(Riess) Sacc.	1886	Legitimate
Haplographium catenatum	Lauriomyces catenatus (Preuss) R.F. Castañeda & W.B. Kendr., Univ. Waterloo, Biol. Ser. 32: 26 (1990) [MB#127692]	314894	(Preuss) Hol.-Jech.	1973	Legitimate
Haplographium chartarum	Haplographium chartarum (Cooke) Sacc., Syll. Fung. 4: 305 (1886) [MB#227155]	227155	(Cooke) Sacc.	1886	Legitimate
Haplographium chlorocephalum	Graphiopsis chlorocephala (Fresen.) Trail, Scott. Naturalist 10: 75 (1889) [MB#180392]	227246	(Fresen.) Grove	1885	Legitimate
Haplographium chlorocephalum f. chlorocephalum	Haplographium chlorocephalum f. chlorocephalum (?) [MB#420684]	420684			Legitimate
Haplographium chlorocephalum f. minor	Graphiopsis chlorocephala (Fresen.) Trail, Scott. Naturalist 10: 75 (1889) [MB#180392]	138355	Sacc.	1878	Legitimate
Haplographium chlorocephalum subsp. chlorocephalum	Haplographium chlorocephalum subsp. chlorocephalum (?) [MB#521175]	521175			Legitimate
Haplographium chlorocephalum subsp. densum	Haplographium chlorocephalum subsp. densum Sacc., Ann. Mycol. 9 (3): 256 (1911) [MB#503949]	503949	Sacc.	1911	Legitimate
Haplographium chlorocephalum var. chlorocephalum	Haplographium chlorocephalum var. chlorocephalum (?) [MB#529095]	529095			Legitimate
Haplographium chlorocephalum var. ovalisporum	Haplographium chlorocephalum var. ovalisporum Ferraris, Fl. Ital. Cryptog., Hyphales: 875 (1914) [MB#506504]	506504	Ferraris	1914	Legitimate
Haplographium coccorum	Haplographium coccorum Petch, Trans. Brit. Mycol. Soc. 23 (2): 145 (1939) [MB#261230]	261230	Petch	1939	Legitimate
Haplographium debellae-marengoi	Haplographium debellae-marengoi Pollacci, Atti Ist. Bot. Lab. Crittog. Univ. Pavia 18: 125 (1921) [MB#262830]	262830	Pollacci	1921	Legitimate
Haplographium debellae-marengoi var. debellae-marengoi	Haplographium debellae-marengoi Pollacci, Atti Ist. Bot. Lab. Crittog. Univ. Pavia 18: 125 (1921) [MB#262830]	424926			Legitimate
Haplographium debellae-marengoi var. equinum	Exophiala equina (Pollacci) de Hoog, Vicente, Najafzadeh, Harrak, Badali & Seyedmousavi, Persoonia 27: 60 (2011) [MB#515717]	262831	Pollacci	1923	Legitimate
Haplographium debellae-marengoi var. pulmonale	Haplographium debellae-marengoi var. pulmonale Redaelli, I Miceti come associazione microbica nella Tubercolosi polmonare cavitaria: osservazioni micopatologiche, istpatologiche e sperimentali: 65 (1925) [MB#537216]	537216	Redaelli	1925	Legitimate
Haplographium debellamarengoi	Haplographium debellae-marengoi Pollacci, Atti Ist. Bot. Lab. Crittog. Univ. Pavia 18: 125 (1921) [MB#262830]	356107	Pollacci	1921	Orthographic variant
Haplographium debellamarengoi var. debellamarengoi	Haplographium debellamarengoi var. debellamarengoi (?) [MB#424150]	424150			Legitimate
Haplographium debellamarengoi var. pulmonale	Haplographium debellae-marengoi var. pulmonale Redaelli, I Miceti come associazione microbica nella Tubercolosi polmonare cavitaria: osservazioni micopatologiche, istpatologiche e sperimentali: 65 (1925) [MB#537216]	251756	Redaelli	1925	Orthographic variant
Haplographium delicatum	Dematioscypha delicata (Berk. & Broome) Hosoya, IMA Fungus 5 (1): 98 (2014) [MB#808800]	438421	Berk. & Broome	1859	Legitimate
Haplographium densum	Haplographium densum Sacc. (?) [MB#220355]	220355	Sacc.		Legitimate
Haplographium echinatum	Memnoniella echinata (Rivolta) Galloway, Trans. Brit. Mycol. Soc. 18 (2): 165 (1933) [MB#263706]	220413	(Rivolta) Sacc.	1886	Legitimate
Haplographium finitimum	Penicillium finitimum Preuss, Klotzschii herbarium vivum mycologicum sistens fungorum per totam Germaniam crescentium collectionem perfectam. Editio prima. Centuria XIII: no. 1280 (1849) [MB#224012]	229658	(Preuss) Sacc.	1886	Legitimate
Haplographium finitimum f. finitimum	Haplographium finitimum f. finitimum (?) [MB#420814]	420814			Legitimate
Haplographium finitimum f. fructicola	Haplographium finitimum f. fructicola Höhn., Ber. Deutsch. Bot. Ges. 37: 160 (1919) [MB#138494]	138494	Höhn.	1919	Legitimate
Haplographium flexuosum	Penicillium flexuosum Preuss, Linnaea 24: 135 (1851) [MB#173204]	229594	(Preuss) Sacc.	1886	Legitimate
Haplographium fuligineum	Oidiodendron cereale (Thüm.) G.L. Barron, Canad. J. Bot. 40 (4): 594 (1962) [MB#317179]	265505	J.F.H. Beyma	1933	Legitimate
Haplographium fuscipes	Penicillium fuscipes Preuss, Linnaea 24: 136 (1851) [MB#152308]	229293	(Preuss) Sacc.	1886	Legitimate
Haplographium fuscipes var. fuscipes	Haplographium fuscipes var. fuscipes (?) [MB#429898]	429898			Legitimate
Haplographium fuscipes var. microsporum	Haplographium fuscipes var. microsporum Zhdanova, Mykrobiol. Zh. Kiev 28 (1): 38 (1966) [MB#353510]	353510	Zhdanova	1966	Legitimate
Haplographium graminum	Haplographium graminum Cooke & Massee, Grevillea 16 (79): 81 (1888) [MB#229101]	229101	Cooke & Massee	1888	Legitimate
Haplographium griseum	Haplographium griseum Ellis & Langl., J. Mycol. 4 (12): 124 (1888) [MB#216774]	216774	Ellis & Langl.	1888	Legitimate
Haplographium heliocephalum	Lauriomyces heliocephalus (V. Rao & de Hoog) R.F. Castañeda & W.B. Kendr., Univ. Waterloo, Biol. Ser. 32: 10 (1990) [MB#127693]	103417	V. Rao & de Hoog	1986	Legitimate
Haplographium hispidulum	Haplographium hispidulum Dobrescu & Volc., Analele Stiintifice de Universitatii 'Al. I. Cuza' din Iasi: 109 (1961) [MB#331690]	331690	Dobrescu & Volc.	1961	Legitimate
Haplographium hyalosporum	Haplographium hyalosporum C.G. Lin, K.D. Hyde & Jian K. Liu, Fungal Diversity 10.1007/s13225-025-00561-2: [135] (2025) [MB#903867]	903867	C.G. Lin, K.D. Hyde & Jian K. Liu	2025	Legitimate
Haplographium mangiferae	Haplographium mangiferae Deighton, Mycol. Pap. 117: 8 (1969) [MB#331691]	331691	Deighton	1969	Legitimate
Haplographium manihoticola	Periconia manihoticola (Vincens) Viégas, Bragantia 14: 63 (1955) [MB#335828]	216850	Vincens	1916	Legitimate
Haplographium musae	Brevistachys subsimplex (Cooke) L. Lombard & Crous, Persoonia 36: 185 (2016) [MB#815938]	331692	Sawada	1959	Legitimate
Haplographium olivaceum	Haplographium olivaceum Cooke & Massee, Grevillea 16 (77): 11 (1887) [MB#216694]	216694	Cooke & Massee	1887	Legitimate
Haplographium penicillatum	Dematium penicillatum Richon, Description et dessins de plantes cryptogames nouvelles: 10 (1879) [MB#219267]	222838	(Richon) Sacc.	1886	Legitimate
Haplographium penicillioides	Thysanophora penicillioides (Fautrey) W.B. Kendr., Canad. J. Bot. 39 (4): 820 (1961) [MB#340087]	531427	Fautrey	1890	Legitimate
Haplographium penicilloides	Thysanophora penicillioides (Fautrey) W.B. Kendr., Canad. J. Bot. 39 (4): 820 (1961) [MB#340087]	451819	Fautrey	1890	Orthographic variant
Haplographium portoricense	Periconiella portoricensis (F. Stevens & Dalbey) M.B. Ellis, Mycol. Pap. 111: 26 (1967) [MB#335861]	222775	F. Stevens & Dalbey	1919	Legitimate
Haplographium sacchari	Haplographium sacchari Speg., Revista Fac. Agron. Univ. Nac. La Plata 2 (19): 249 (1896) [MB#222900]	222900	Speg.	1896	Legitimate
Haplographium saponis	Penicillium saponis Berk. & Broome, Ann. Mag. Nat. Hist. 7: 130 (1881) [MB#210874]	223078	(Berk. & Broome) Sacc.	1886	Legitimate
Haplographium smilacis	Haplographium smilacis Dearn. & House, Circ. New York State Mus. 24: 57 (1940) [MB#286846]	286846	Dearn. & House	1940	Legitimate
Haplographium tandonii	Haplographium tandonii Mitter, Ann. Mycol. 35 (3-4): 226 (1937) [MB#121732]	121732	Mitter	1937	Legitimate
Haplographium tenuissimum	Haplographium tenuissimum (Corda) Grove (1885) [MB#221637]	221637	(Corda) Grove	1885	Legitimate
Haplographium toruloides	Periconia toruloides Fresen., Beiträge zur Mykologie 2: 73 (1852) [MB#245371]	221569	(Fresen.) Sacc.	1886	Legitimate
Haplographium ventricosum	Lauriomyces ventricosus (R.F. Castañeda) R.F. Castañeda & W.B. Kendr., Univ. Waterloo, Biol. Ser. 32: 26 (1990) [MB#127694]	131680	(R.F. Castañeda) R.F. Castañeda	1987	Legitimate
Haplographium yerbae	Haplographium yerbae Speg., Anales Mus. Nac. Hist. Nat. Buenos Aires 17: 139 (1908) [MB#221621]	221621	Speg.	1908	Legitimate
Harpographium	Harpographium Sacc., Michelia 2 (6): 33 (1880) [MB#8453]	8453	Sacc.	1880	Legitimate
Harpographium citricola	Harpographium citricola Bat. & J.L. Bezerra, Publ. Inst. Micol. Recife 200: 20 (1962) [MB#331734]	331734	Bat. & J.L. Bezerra	1962	Legitimate
Harpographium congestum	Harpographium congestum (Berk. & Broome) Deighton, Trans. Brit. Mycol. Soc. 62 (2): 251 (1974) [MB#314935]	314935	(Berk. & Broome) Deighton	1974	Legitimate
Harpographium constrictum	Harpographium constrictum E.F. Morris, Amer. Midl. Naturalist 68 (2): 322 (1962) [MB#331735]	331735	E.F. Morris	1962	Legitimate
Harpographium corynelioides	Harpographium corynelioides Cooke & Massee (1888) [MB#141592]	141592	Cooke & Massee	1888	Legitimate
Harpographium cristatum	Gyalideopsis cristata (Nyl.) Lücking, Sérus. & Vězda, Lichenologist 37 (2): 164 (2005) [MB#344735]	141407	(Nyl.) Sacc.	1886	Legitimate
Harpographium fasciculatum	Graphium fasciculatum Sacc., Mycoth. Ven. Cent. VIII: no. 739 (1876) [MB#158386]	141536	(Sacc.) Sacc.	1880	Legitimate
Harpographium fasciculatum var. fasciculatum	Harpographium fasciculatum var. fasciculatum (?) [MB#421783]	421783			Legitimate
Harpographium fasciculatum var. hirsutum	Harpographium fasciculatum var. hirsutum Ferraris, Ann. Mycol. 7 (3): 281 (1909) [MB#141045]	141045	Ferraris	1909	Legitimate
Harpographium graminum	Harpographium graminum Cooke & Massee, Grevillea 16 (79): 81 (1888) [MB#242171]	242171	Cooke & Massee	1888	Legitimate
Harpographium hamatum	Harpographium hamatum Deighton, Trans. Brit. Mycol. Soc. 85 (4): 738 (1986) [MB#104301]	104301	Deighton	1986	Legitimate
Harpographium macrocarpum	Sterigmatobotrys macrocarpus (Corda) S. Hughes, Canad. J. Bot. 36 (6): 814 (1958) [MB#626987]	241945	(Corda) Sacc.	1886	Legitimate
Harpographium magnum	Harpographium magnum Sacc., Ann. Mycol. 13 (2): 121 (1915) [MB#241806]	241806	Sacc.	1915	Legitimate
Harpographium nematosporum	Harpographium nematosporum Penz. & Sacc., Malpighia 15 (7-9): 255 (1902) [MB#241606]	241606	Penz. & Sacc.	1902	Legitimate
Harpographium olivaceum	Atractium olivaceum J.C. Schmidt, Mykologische Hefte 1: 79 (1817) [MB#228120]	146289	(J.C. Schmidt) Sacc.	1886	Legitimate
Harpographium pallescens	Ramularia episphaeria (Desm.) Gunnerb., Svensk Bot. Tidskr. 61: 129 (1967) [MB#338210]	102427	(Fuckel) Magnus	1905	Legitimate
Harpographium paraguayense	Harpographium paraguayense Speg., Anales Mus. Nac. Hist. Nat. Buenos Aires 31: 444-445 [no. 260, reprint pages 92-93] (1922) [MB#200068]	200068	Speg.	1922	Legitimate
Harpographium quaternarium	Harpographium quaternarium Cooke & Massee, Grevillea 16 (77): 3 (1887) [MB#146371]	146371	Cooke & Massee	1887	Legitimate
Harpographium rhizomorpharum	Pseudographiella rhizomorpharum (Ces.) Illman, Rogerson & G.P. White, Mycologia 77: 665 (1985) [MB#105728]	146843	(Ces.) Sacc.	1886	Legitimate
Harpographium volkartianum	Harpographium volkartianum Magnus, Hedwigia 44: 372 (1905) [MB#146142]	146142	Magnus	1905	Legitimate
Harpographium yerbae	Harpographium yerbae Speg., Anales Mus. Nac. Hist. Nat. Buenos Aires 17: 141 (1908) [MB#146689]	146689	Speg.	1908	Legitimate
Harpographium zonatum	Harpographium zonatum Lentz, Mycopathol. Mycol. Appl. 32 (1): 22 (1967) [MB#331736]	331736	Lentz	1967	Legitimate
Hysterographium	Hysterographium Corda, Icones fungorum hucusque cognitorum 5: 34, 77 (1842) [MB#2468]	2468	Corda	1842	Legitimate
Hysterographium acaciae	Hysterographium acaciae Doidge, Bothalia 1 (4): 196 (1924) [MB#283492]	283492	Doidge	1924	Legitimate
Hysterographium acaciae	Hysterographium acaciae-catechu A. Pande, Ascomycetes of Peninsular India: 68 (2008) [MB#538031]	537483	Tilak, S.B. Kale & S.V.S. Kale	1971	Illegitimate
Hysterographium acaciae	Hysterographium acaciae R. Rao, Sydowia 25 (1-6): 56 (1972) [MB#537484]	537484	R. Rao	1972	Illegitimate
Hysterographium acaciae-catechu	Hysterographium acaciae-catechu A. Pande, Ascomycetes of Peninsular India: 68 (2008) [MB#538031]	538031	A. Pande	2008	Invalid
Hysterographium acaciae-catechueae	Hysterographium acaciae-catechu A. Pande, Ascomycetes of Peninsular India: 68 (2008) [MB#538031]	538461	A. Pande	2008	Orthographic variant
Hysterographium acerinum	Hysterium pulicare var. acerinum (Westend.) Sacc., Syll. Fung. 2: 744 (1883) [MB#162729]	162681	Westend.	1859	Legitimate
Hysterographium acerinum	Hysterographium acerinum Peck, Bull. New York State Mus. 167: 43 (1913) [MB#178967]	178967	Peck	1913	Illegitimate
Hysterographium affine	Hysterographium affine Pass. (?) [MB#179042]	179042	Pass.		Legitimate
Hysterographium andicola	Hysterographium andicola Speg., Anales Mus. Nac. Hist. Nat. Buenos Aires 23: 85 (1912) [MB#178346]	178346	Speg.	1912	Legitimate
Hysterographium angustatum		569554	(Schwein.) P. Karst.	1870	Legitimate
Hysterographium annonae	Hysterographium anonae Celotti (1887) [MB#266730]	178681	Celotti	1887	Legitimate
Hysterographium anonae	Hysterographium anonae Celotti (1887) [MB#266730]	266730	Celotti	1887	Orthographic variant
Hysterographium arctostaphyli	Hysterographium arctostaphyli Kauffman, Pap. Michigan Acad. Sci. 11: 158 (1930) [MB#257230]	257230	Kauffman	1930	Legitimate
Hysterographium artemesiae	Hysterographium artemisiae Pat., Exploration Scientifique de la Tunisie. Énumération des champignons observés en Tunisie: 16, pl. 1, fig. 5 (1892) [MB#810569]	178996	Pat.	1897	Orthographic variant
Hysterographium artemisiae	Hysterographium artemisiae Pat., Exploration Scientifique de la Tunisie. Énumération des champignons observés en Tunisie: 16, pl. 1, fig. 5 (1892) [MB#810569]	810569	Pat.	1892	Legitimate
Hysterographium australe	Hysterographium australe Speg., Anales Soc. Ci. Argent. 12 (4): 189 (1881) [MB#157559]	157559	Speg.	1881	Legitimate
Hysterographium awaradii	Hysterographium awaradii Tilak, S.B. Kale & S.V.S. Kale, Sydowia 24 (1-6): 90 (1971) [MB#315780]	315780	Tilak, S.B. Kale & S.V.S. Kale	1971	Legitimate
