KOME2508-148	0.133933333	0.145633333
KOME2508-148	0.1437	0.1381
KOME2508-148	0.164966667	0.130366667
KOME2508-148	0.143333333	0.125566667
KOME2508-148	0.163866667	0.122533333
KOME2508-149	0.1119	0.018766667
KOME2508-149	0.107566667	0.031266667
KOME2508-149	0.098066667	0.032
KOME2508-149	0.108066667	0.049333333
KOME2508-149	0.108633333	0.046066667
KOME2508-169	0.127533333	0.061866667
KOME2508-169	0.1583	0.058
KOME2508-169	0.146533333	0.059566667
KOME2508-169	0.157033333	0.0569
KOME2508-169	0.1608	0.0633
KOME2508-188	0.164233333	0.005266667
KOME2508-188	0.150166667	0.0019
KOME2508-188	0.124666667	0.007166667
KOME2508-188	0.1371	0.0034
KOME2508-188	0.132033333	0.0044
KOME2508-191	0.069133333	0.0052
KOME2508-191	0.0614	0.004533333
KOME2508-191	0.0532	0.005333333
KOME2508-191	0.062466667	0.005666667
KOME2508-191	0.062233333	0.004
KOME2508-193	0.065211111	0.014622222
KOME2508-193	0.114344444	0.018588889
KOME2508-193	0.097411111	0.023588889
KOME2508-193	0.093244444	0.022055556
KOME2508-193	0.085511111	0.020555556
KOME2508-194	0.134877778	0.036655556
KOME2508-194	0.150144444	0.045122222
KOME2508-194	0.142344444	0.042455556
KOME2508-194	0.133744444	0.045788889
KOME2508-194	0.131944444	0.047355556
KOME2508-200	0.092144444	0.033755556
KOME2508-200	0.083944444	0.026488889
KOME2508-200	0.138177778	0.020322222
KOME2508-200	0.097377778	0.000922222
KOME2508-200	0.081644444	0.002788889
KOME2508-201	0.095111111	0.033455556
KOME2508-201	0.089877778	0.045722222
KOME2508-201	0.086877778	0.033155556
KOME2508-201	0.078277778	0.130722222
KOME2508-201	0.076444444	0.047455556
KOME2508-204	0.133011111	0.042188889
KOME2508-204	0.125577778	0.035022222
KOME2508-204	0.127911111	0.047622222
KOME2508-204	0.127377778	0.048588889
KOME2508-204	0.128211111	0.040455556
KOME2508-207	0.091011111	0.024333333
KOME2508-207	0.087211111	0.026933333
KOME2508-207	0.085744444	0.0346
KOME2508-207	0.091377778	0.028766667
KOME2508-207	0.083911111	0.031733333
KOME2508-211	0.098811111	0.023366667
KOME2508-211	0.091344444	0.0162
KOME2508-211	0.087077778	0.011433333
KOME2508-211	0.094977778	0.017166667
KOME2508-211	0.092044444	0.020666667
KOME2508-243	0.112844444	0.003966667
KOME2508-243	0.111744444	0.001833333
KOME2508-243	0.078077778	0.002066667
KOME2508-243	0.049911111	0.001133333
KOME2508-243	0.058877778	0.001466667
KOME2508-258	0.064144444	0.002466667
KOME2508-258	0.089411111	0.002133333
KOME2508-258	0.095644444	0.003133333
KOME2508-258	0.109844444	0.003433333
KOME2508-258	0.083444444	0.003033333
KOME2508-262	0.025977778	0.010666667
KOME2508-262	0.052211111	0.009633333
KOME2508-262	0.075311111	0.007533333
KOME2508-262	0.162711111	0.0072
KOME2508-262	0.034144444	0.007633333
KOME2508-264	0.198044444	0.050111111
KOME2508-264	0.195011111	0.050311111
KOME2508-264	0.191144444	0.159944444
KOME2508-264	0.219344444	0.160044444
KOME2508-264	0.217444444	0.156211111
KOME2508-278	0.068144444	0.016377778
KOME2508-278	0.053644444	0.015611111
KOME2508-278	0.073577778	0.022044444
KOME2508-278	0.068844444	0.023477778
KOME2508-278	0.068777778	0.025811111
KOME2508-285	0.169344444	0.003311111
KOME2508-285	0.170144444	0.003377778
KOME2508-285	0.147277778	0.002844444
KOME2508-285	0.149577778	0.002011111
KOME2508-285	0.112077778	0.002977778
KOME2508-298	0.071477778	0.018277778
KOME2508-298	0.071011111	0.017111111
KOME2508-298	0.088877778	0.014177778
KOME2508-298	0.066344444	0.016177778
KOME2508-298	0.090711111	0.015811111
KOME2508-305	0.095611111	0.032777778
KOME2508-305	0.115044444	0.036944444
KOME2508-305	0.123644444	0.037177778
KOME2508-305	0.114711111	0.042977778
KOME2508-305	0.127344444	0.035811111
KOME2508-321	0.039177778	0.0069
KOME2508-321	0.061611111	0.0035
KOME2508-321	0.060777778	0.010766667
KOME2508-321	0.036277778	0.005266667
KOME2508-321	0.042011111	0.003066667
KOME2508-322	0.093044444	0.007866667
KOME2508-322	0.089244444	0.007433333
KOME2508-322	0.101411111	0.0095
KOME2508-322	0.082377778	0.0083
KOME2508-322	0.059311111	0.006766667
KOME2508-337	0.138944444	0.022
KOME2508-337	0.157611111	0.0307
KOME2508-337	0.151577778	0.031266667
KOME2508-337	0.159177778	0.0277
KOME2508-337	0.149944444	0.0337
KOME2508-354	0.172977778	0.016033333
KOME2508-354	0.172977778	0.019
KOME2508-354	0.177544444	0.008133333
KOME2508-354	0.172411111	0.0069
KOME2508-354	0.167811111	0.0063
control	0.184011111	0.1924
control	0.168411111	0.194533333
control	0.186277778	0.0887
control	0.194044444	0.2022
control	0.195111111	0.124633333
